era,name,stash_address,controller_address,commission_percent,self_stake,total_stake,num_stakers,era_points
1827,PDP_Validator,J7MmkYX4dJzUbNnU9ccemPFbxtsyaSgFVwAGMxx8k9Lf5cu,CwR3uHfeSFyK87YT7T1eKHUhoTgzv6ka3mStksaUZ8mKMw4,8.90,57514051160088,11715246624200687,2,100
1827,,EzU9s7bhDkqvZynyXLKjEVo5AgzMwq1eVr2g59YEtTY7PvQ,EzU9s7bhDkqvZynyXLKjEVo5AgzMwq1eVr2g59YEtTY7PvQ,100.00,500000000000,3751711027181486,2,100
1827,,GLsokFf8exDQwbhLoAmrh6moqV4CcYzrjXEPpcvDJw7vGAp,GLsokFf8exDQwbhLoAmrh6moqV4CcYzrjXEPpcvDJw7vGAp,100.00,500000000000,3751713748378729,1,80
1827,,ErVvRnhXrJS7W9rTtnDECpZTFyLACtDcXEPtzEyYw4b8zcg,FR3BjjkmZR4VrwhdFKTfbSX1KfpbVwaHzbN3cPyJQc8jndS,5.00,28791716562562,4649366548766843,3,120
1827,Zug Capital / 31,CzugcaXMdX5bk7JS5kd8LkTK987WHLzaf5eSkFF6sdjRE11,FxoReqhMEeBJymAhkoaWXiMwFnQ4BPPMgMUpJxyotJxAsA4,2.50,10000000000000,4861918157147884,3,40
1827,,FFRSFafpeT3ESfnABTW4Cqi5WbLZ3JFnw512HBJtREnpYUr,CrPEjd9bGPsnejESRZcZMXUK9riSSgEReQiLE9rUCtPAjP6,10.00,450000000000,6840608574452572,1,80
1827,,DBFB2ap6cFvTh5iMCUbD61SzLHqNgtxe499ygcsMymg1Vgw,DBFB2ap6cFvTh5iMCUbD61SzLHqNgtxe499ygcsMymg1Vgw,100.00,10000000000,3444612121004044,1,80
1827,P2P.ORG / 127,DMYLmrFzzxqqhQwKjiq9yycvGMXTKfA9Jo1go1mfT4R7Xrb,DMYLmrFzzxqqhQwKjiq9yycvGMXTKfA9Jo1go1mfT4R7Xrb,5.00,1000000000000,4693399238261578,4,40
1827,P2P.ORG / 103,Daw7XMCQEk2geayTotwXdVnsVd72Y5Xa6aBDV8vC7JCaHcS,Daw7XMCQEk2geayTotwXdVnsVd72Y5Xa6aBDV8vC7JCaHcS,5.00,2000000000000,4701780677480642,2,220
1827,,Gr7mniVT37U35my94N4KEuqfnq5RNE31H8jpxYPamDRdQkZ,Gr7mniVT37U35my94N4KEuqfnq5RNE31H8jpxYPamDRdQkZ,100.00,10000000000,3444139091325246,1,120
1827,P2P.ORG / 144,GZ7VRxXGetGBoDKr8Wppf8wxp5CUHfoQx3j2U2HqiLzGmB9,GZ7VRxXGetGBoDKr8Wppf8wxp5CUHfoQx3j2U2HqiLzGmB9,5.00,1000000000000,4708392374009277,3,60
1827,,GL5EJ9nC6wK6mohEk2nvN5h1uDHgUDtB9fLkvH8AHrTS1cq,GL5EJ9nC6wK6mohEk2nvN5h1uDHgUDtB9fLkvH8AHrTS1cq,100.00,10000000000,5185392046584616,2,140
1827,,G4Jhmkyvimw4nLdEoK3kMAesJLFMXagTUTy2enB16JKvMb1,G4Jhmkyvimw4nLdEoK3kMAesJLFMXagTUTy2enB16JKvMb1,100.00,10000000000,3444612121004044,1,120
1827,P2P.ORG / 113,GtchQYnbrzKeBEuZf7UKgb2mGRzX7cXRT6wav3CDG4eEbb4,GtchQYnbrzKeBEuZf7UKgb2mGRzX7cXRT6wav3CDG4eEbb4,5.00,2000000000000,4701734194053223,5,20
1827,P2P.ORG / 85,Fi9qxEXwjS7u5iYcQAHVhCk5dhfPc15FQM7giYWTGiWqf9F,Fi9qxEXwjS7u5iYcQAHVhCk5dhfPc15FQM7giYWTGiWqf9F,5.00,5037077021408,7490768716024536,1,40
1827,RYABINA /  [46] T.ME/KUSAMA_BOT 🐦,Gr2ZQzLwJCU8x2eZjftsNQfHXPnCcWh6jYihYsftXSp789W,Gr2ZQzLwJCU8x2eZjftsNQfHXPnCcWh6jYihYsftXSp789W,3.00,142050336289,4845264872013378,4,100
1827,Zyon,EKBXaq78vGM7Ny31vNaaR2ageKC2h7DmLjyFZcoBj5M2hai,DdvDLBit7bgGdmybBs5bcgrqSR57oeYaByby7xcsoRS7xuy,10.00,52312600792670,6522394364544487,2,120
1827,RYABINA /  [47] T.ME/KUSAMA_BOT 🐦,HZfeBmmyaoLR8pA6R6VSxg5kSUqVDwS8cZYbfZE3dQ4oPze,HZfeBmmyaoLR8pA6R6VSxg5kSUqVDwS8cZYbfZE3dQ4oPze,3.00,100000000000,5143643291052986,2,60
1827,,FyonP9C4fmBgD5KA9Rnu2smxBzbsSgUbSTqq9XmGJG2bm2s,GUJbxNyh2XRT9ewNXWK15yqTrxHEHvVov2cTCRywdnDqV3x,10.00,200000000000,4562017114206766,2,40
1827,Shawn Yang / Emily,GF8vGjisLMsGqJyxhqFRs2Xq6hESJc1KYhRX3QcnWKpghRU,GF8vGjisLMsGqJyxhqFRs2Xq6hESJc1KYhRX3QcnWKpghRU,2.00,1000000000000,4822265697819473,14,120
1827,Shawn Yang / Eason,Fd7mesPpDrtpeNzVYSUSi4VxzmFktbsaCUT1edPgG8EsMaH,Fd7mesPpDrtpeNzVYSUSi4VxzmFktbsaCUT1edPgG8EsMaH,2.00,1000000000000,4822448159500180,18,180
1827,P2P.ORG / 39,EJ1nsibhbrCbbc458QUTY6udJKnDxAWL5ZNdYHum9RXHqDu,GD9daXcsHgKrtTHeW1D7SkM3izqQv513C2zWF3AjnjWLwXc,5.00,5012789834325,5405459830447476,1,100
1827,,EQBwtmKWCyRrQ8yGWg7LkB8p7hpEKXZz4qUg9WR8hZmieCM,J3myLpmaobUh7AiQWwqG5Up2YZMeVY7yzC3UiAQ43PAobJU,100.00,499192308000,22173723076241638,4,60
1827,DragonStake 🐲,DSpbbk6HKKyS78c4KDLSxCetqbwnsemv2iocVXwNe2FAvWC,FreeCictHsDuT64oEKsgWvrVUe4Ydpvx7y78c7eDWNE29vN,10.00,219708547973110,5967866356478816,30,160
1827,moonli.me,GCNHHRBtpDcgADCaRPMNNk52JiitGrcv3DMQxwE6owXAfbt,JEjTs3ovyrz2qBgD2ecEVLGA8L4ndM52npzMt9g2XeiobAJ,10.00,50100000000000,11717129624238118,1,100
1827,P2P.ORG / 31,EkWPyLL3kUw1iVicwkPe7JiWNFezWX5TmH4ybipDCWss3Uu,Dj8dqEKPvtBsPdGaP1awVEvwwSyn1hUf5vwR1nGdbURhchD,5.00,5563253768874,4867302863368879,10,40
1827,,J4fh3p3Gg7oKWvuwzWbGcKaw2TZWzFY8kWoEMdDomR2SvFT,EJLmhwziwU4LraBcCSzR5HkrexKsg6SrYaaGNTk5qfbceNM,5.00,1000000000000,4676573523845880,2,100
1827,,FAtJupteW5urNYVQvUcLaw2X9xtdwjumK2gvJpuBnAwFHvq,Eh1vXfN47vCGecxN9DXPSDowzuCUsLJAFPsPL5azUiUtkH8,5.00,18316713934638,4649804689135975,3,120
1827,P2P.ORG / 70,H7KfDEXes5Xj7qczHbyWMSKrJw4Dg2whxSjRgC6N6CUGCYW,H7KfDEXes5Xj7qczHbyWMSKrJw4Dg2whxSjRgC6N6CUGCYW,5.00,5439737637192,7492939049215727,2,100
1827,Zug Capital / 45,CzugcaDJa2A2bVQavXJsp3VJHfFLqiJsBJixUmFgjXvsvJV,GaMWuWT3uy9zE2HrR4xd8py6VMQoHFXc2WbfsBEEg7VaBUZ,2.50,10000000000000,4845685018064836,6,100
1827,,DdKgwiN1Y8QyD8KF3t2GsuWhk4JXYFCjWvniP3x45BoBVqh,DdKgwiN1Y8QyD8KF3t2GsuWhk4JXYFCjWvniP3x45BoBVqh,100.00,500000000000,3749146318410372,1,160
1827,P2P.ORG / 4,EdMEEeBcmQehGJSmue8ZqgC1G6d6AEsVxdCNgQ24eHA2omw,DtaFNNYiEArqrvbaTY72JMGGNVFhoJvmairf5BfbC7UGgva,5.00,5219892126280,4868829728913135,7,140
1827,RockX,EfK27sX89DpagD3TCF4hF4rGZ1CnCGtYZvo94HZLU3GQuMj,EfK27sX89DpagD3TCF4hF4rGZ1CnCGtYZvo94HZLU3GQuMj,10.00,295832420030499,25558127697955580,4,80
1827,Zug Capital / 73,CzugcaAHtgqM6XYwHhQzJUpQ7qDLDVabPCLxvWUFoD449dS,F8aKm7oxn1EUDc5nHr23NAqxxCLP6UgdZkD3Du8LKVyDzuE,2.50,10000000000000,4841826385707833,6,80
1827,RYABINA /  [19] T.ME/KUSAMA_BOT 🐦,Cax6oB6GCvGv89NnsG5mbTpK5ZkqA3Fa6fKk1sgNibmBmeR,Cax6oB6GCvGv89NnsG5mbTpK5ZkqA3Fa6fKk1sgNibmBmeR,3.00,136495009707,4922787419807550,1,0
1827,,HGN31MoMgsx1K6vTJF4L5vjBLfKrWpswCCt2YvK8VgGynRu,G3RtqTSvzTzy5dmAHL8YoUuedCGELucopUssA9j6SfUBwbA,5.00,1000000000000,4648033676788574,10,20
1827,P2P.ORG / 119,DzSj1Z9PoqM6shYfgn3FTVpavhxF9Jo25kmgGU3NGGfo7qY,DzSj1Z9PoqM6shYfgn3FTVpavhxF9Jo25kmgGU3NGGfo7qY,5.00,2000000000000,4683805954879039,7,140
1827,,H9itaPhLAt3fJEyGjCKyBh6kVZGYV9XV1SBirHQUUPJ4oja,H9itaPhLAt3fJEyGjCKyBh6kVZGYV9XV1SBirHQUUPJ4oja,100.00,10000000000,3444612121004044,1,40
1827,,Hstas4zQbsyXeRpAtzwjTZx37XiZL7PQGzWpo3b3jcSWsVW,Hstas4zQbsyXeRpAtzwjTZx37XiZL7PQGzWpo3b3jcSWsVW,100.00,10000000000000,3727372396429389,1,80
1827,P2P.ORG / 28,CkxHkGXs93PsoDeRjCZX8iaWy8MmC45Hgmce3C54VAabKkZ,HHA7XTPX691VUEGJyiGwCeBoNf4Mcnag6ckJtKncb7farU3,5.00,5361879654456,4866813282662565,4,60
1827,P2P.ORG / 18,DFrB1FAqttXb8Fwsus3aB4BNG8LMdyYCzxCqoWgCV8Yx8J6,FcGjXemFGynP3RUQKrVced2JMG65fLj8gQwZ81WYWJajGuS,5.00,5923866793329,4868665645249358,7,100
1827,Jaco / v26,D68T2S8cPbcu9qn6ULuCCcekxnRXCjmjY4sCpvoBMT712SJ,D68T2S8cPbcu9qn6ULuCCcekxnRXCjmjY4sCpvoBMT712SJ,3.00,1000000000000,4844510950782414,3,100
1827,KeepNode / Helium,GcwN2PeqKC1acwATPiwWDHWxdrDewa1fBWTFrCziF4d37aT,FFJshfuh5xwp5TgeAoXx1jqRPz34DYNgdKeqjwcB9t9d1DQ,2.00,1000000000000,4940303338431796,22,40
1827,P2P.ORG / 77,FqZYpJd23UXZxvYoXeDohcAxK2NQWUdTqfTE8jCGJQrNf6h,FqZYpJd23UXZxvYoXeDohcAxK2NQWUdTqfTE8jCGJQrNf6h,5.00,5150288853434,7672633827321570,1,0
1827,blockdaemon😈 / 😈10,H4f7mZ6GtV5yhxUwmKUmEP37bnmHWRw5KWDLNPpLU2Q3JzY,Hsfbwc4jpNfMncp9URrMaVS6hR2DBnA8oP9eowxanSEKuUp,5.00,200000000000,4851888443670885,2,60
1827,RYABINA /  [6] T.ME/KUSAMA_BOT 🐦,ESNZ8Eg46ByUYoAhr8MPbGpGF82pgmmjE3uVVepPCnJC61r,ESNZ8Eg46ByUYoAhr8MPbGpGF82pgmmjE3uVVepPCnJC61r,3.00,150000000000,4863633056979943,17,60
1827,,HS8U5GpQngxcrZLewuPrHVDMnvNyRyqumJaxXKmNgk2Bcg1,HS8U5GpQngxcrZLewuPrHVDMnvNyRyqumJaxXKmNgk2Bcg1,100.00,10000000000,7333343333333333,1,0
1827,🔥🔥Cryptium Labs 7🔥🔥,FiBHHbxDiVysvn5YBV78YFVUUykZRfQYhjxymu8VXnTqNMr,FiBHHbxDiVysvn5YBV78YFVUUykZRfQYhjxymu8VXnTqNMr,5.00,500000000000,15631995175873617,9,60
1827,P2P.ORG / 106,GLFPpQ13pYyXtJV9pUB4hvVuAAuPsfz6EaofnqHLLgUhaGM,GLFPpQ13pYyXtJV9pUB4hvVuAAuPsfz6EaofnqHLLgUhaGM,5.00,2000000000000,4701868233403195,4,60
1827,,GMCxkzLg1Wy5WUYjMoQuEwHTwzwb6zTboHNSwjiQ6Acm5Qr,J4VW88fBqWi7xeCcLdwVNGgDwR3FuE7ue2fTCfoJ6BGW3ea,10.00,200000000000,4562225384250879,4,40
1827,Shawn Yang,JHDDYty2cU6vjWyMF2kvNK9hRMAgH9THwqvQpUzqQQs7KJr,JHDDYty2cU6vjWyMF2kvNK9hRMAgH9THwqvQpUzqQQs7KJr,1.00,1006539154261,4824870320188176,8,40
1827,,D8wuBBZNQbfxNTUuV4S1vWNBfjHbzuieSvnUUDvgLwnSF9X,D8wuBBZNQbfxNTUuV4S1vWNBfjHbzuieSvnUUDvgLwnSF9X,100.00,10000000000,6875114905775540,1,80
1827,SAXEMBERG / SAXEMBERG 2,Cu2z7dVVdzFyDVTjUPm7feV9RFQ8QiG3yLGsVEj5NohFXk7,DBMvCLEU7Rn96hCkP2fXEpjYTCpALfzeYWNXQpTHVZfB9g7,1.00,51090813380277,4851656326895158,17,40
1827,,E2mSyopQTSUosTtZSUZrn4VbrJtCYW8RxqxAUvdk2oxRBGn,E2mSyopQTSUosTtZSUZrn4VbrJtCYW8RxqxAUvdk2oxRBGn,100.00,10000000000,7500124442664225,1,100
1827,DJ_Andre,EyZZCbvA9NybsZuR28pFn7fBK9mun8Twgb8tAKuf1taJZie,Dict27fiKEtyFcj7YjMoeNb294Qvad5oTZQPgKo31EbC2ju,7.00,50000098146166,11717029722384284,1,100
1827,,DGWtX2QsJvHYT7H2oWNgvqbRkb1WnvtMf1yfzqVU9EV1ZQE,DGWtX2QsJvHYT7H2oWNgvqbRkb1WnvtMf1yfzqVU9EV1ZQE,100.00,32008559529060,4530872171726349,1,100
1827,P2P.ORG / 69,Cmq74A1w5AmwgPVFofVz5bwYidPGNmZZVf15jYZTDBZdWBJ,Cmq74A1w5AmwgPVFofVz5bwYidPGNmZZVf15jYZTDBZdWBJ,5.00,5238183710960,7490633333717967,1,180
1827,P2P.ORG / 17,HpwH8QfuZ2nQoMz2mgqNFRRi5KKFWHnDWEepWwaXNihNdQ4,HCAeYaDbdihwhYJiG8pXtBtVq8q2RP1ohtVngHsWs8kEEbC,5.00,5399534949521,4867069236908702,10,80
1827,,Evv3CuAG6VXKvj3QcJTk2FH2umBNSRxVgQ9ffouQQY6V8fA,Evv3CuAG6VXKvj3QcJTk2FH2umBNSRxVgQ9ffouQQY6V8fA,100.00,500000000000,3749947824999726,1,60
1827,Bit Cat🐱 / N2,GDGpcaydcf6QFHfx772GX2RhreqXMxZRyFWgeGxXsqjzSzN,GLv9YA4fFW6EJFKXYkyqXzZa2coNwJXURzPqWcuTRSwyrAs,10.00,50000000000000,6962229268851322,1,80
1827,,Ft1hmTFcfCrbFZZqTBmYtG4YFAaH9Zn3S1VgWUNc6LkheLe,Emqk7UnBDpwADyMHRJCWE1qLK2vQ5Ypb4995Uy2ThSD2jWD,5.00,1000000000000,4647197739757408,5,120
1827,Joey✨ / 02🐦,FFc4enhqqTkkwpec2HmH42fzrUGqNN3Qwu4U2aox5W2ArLx,FFc4enhqqTkkwpec2HmH42fzrUGqNN3Qwu4U2aox5W2ArLx,2.00,10000000000,4815736309139607,9,80
1827,,FoUG8DihvW2E47J4zYRqqdSC8UzeuC1CxTuqp6arocNY9Jr,FoUG8DihvW2E47J4zYRqqdSC8UzeuC1CxTuqp6arocNY9Jr,100.00,10000000000,3444139091325246,1,140
1827,,H9w3i7gAeHkXRmHMGVryBPtHtcAB6tc8f8c53QDKYPmfbzh,H9w3i7gAeHkXRmHMGVryBPtHtcAB6tc8f8c53QDKYPmfbzh,100.00,31879448299503,4531183823072690,1,120
1827,🐠 stakefish / SF-07,HEfishe6tVbrbq3jFXvT6hfMZGfSy3kaNpkxrx2vpewwP3R,CfishPLFNpYduTVC8zPvySb2befu9cBQ4KhgrHffeVRW6wZ,4.00,2871467675928,4886285177408235,3,120
1827,P2P.ORG / 112,FtQGXSWQVnNW8wPDRguqGta9as682bMeEdXPcNyFnrafWj9,FtQGXSWQVnNW8wPDRguqGta9as682bMeEdXPcNyFnrafWj9,5.00,2000000000000,4709063532107184,5,60
1827,MANGLE capital / V35,FcKZr52LULzgPEnT9ygT6C6VSre8Mxgn6f9miskTKrQF7Vp,FcKZr52LULzgPEnT9ygT6C6VSre8Mxgn6f9miskTKrQF7Vp,5.00,500000000000,4922545034061031,7,80
1827,,EkHo4YaFMJNsEHsHNbZVHqcz1tVxi5nrXtfMZXPP5fdLdBz,EkHo4YaFMJNsEHsHNbZVHqcz1tVxi5nrXtfMZXPP5fdLdBz,100.00,500000000000,3749146318410372,1,100
1827,P2P.ORG / 141,Ehx9cthQ1isdL8mi2dVn4tykuUiStEMwM2Cj2N6ddK53C2B,Ehx9cthQ1isdL8mi2dVn4tykuUiStEMwM2Cj2N6ddK53C2B,5.00,1000000000000,4708469085007214,2,60
1827,🐰_.-【 CRYPTIDS 】 -._🐰 / Picsou,JDEgrmpP97qu8UoTjm2Ra8wJUrXFrunabsnyQ2bZRspf9r6,CbW9mRPXWAaeye6cC6b9MmJGN9FryT16jUcAivAXuFL9Q4Z,5.60,82282344110338,4825745488732935,17,40
1827,P2P.ORG / 60,DahPwrmRmSEjNCqEehzuGddTmvFnk9q7g6wo4saRqBQ18RK,DahPwrmRmSEjNCqEehzuGddTmvFnk9q7g6wo4saRqBQ18RK,5.00,9057625196677,5891645290257030,1,40
1827,,Gv5mGNQMK51ZYVFN9d4Sc9U933petHJL2yErJYTbBF4MetU,Gv5mGNQMK51ZYVFN9d4Sc9U933petHJL2yErJYTbBF4MetU,50.00,4997709342699,4219197941829155,2,100
1827,Zug Capital / 66,Czugca4SeLTxBsZvmrQ32yJRGSjpuBEMJADZLsA3vXUJMbQ,E5Y71FVJzhgg5LnF1fD8BG8r5vZsgFbazwc762yXXCjg9T3,2.50,10000000000000,4842783581449235,17,40
1827,,EmUEub1dRFVQJm4XhS9eSVH7TiXkoKMxXqCqCuhtxT92FCM,EmUEub1dRFVQJm4XhS9eSVH7TiXkoKMxXqCqCuhtxT92FCM,100.00,10000000000,3523135047684443,1,180
1827,,Foc4anJqDfTMY3CvpCZzK9kUSudwc2oUTJ19K1E3JYFKy9j,HRStLsAVEnqsfK1KNxcs6z4cDsgEJTS3tifppprDLttH9Hx,5.00,23124651569890,4646556965032882,5,60
1827,dakkk,HX6qEdgi3eFMasuBwtVFLKKtKVJzHAAK17pLyB7SxkxCASD,FUYpo8vF2yBY5E2r6Xt5pYDCimxTEJsLZq9cHVsYyZdQy74,1.00,74169743674880,4834886187768727,17,100
1827,P2P.ORG / 84,GRkJoU99jBK2jen7eUBKzNq2uaSrFC1rGeyb5XVFbMgDsUR,GRkJoU99jBK2jen7eUBKzNq2uaSrFC1rGeyb5XVFbMgDsUR,5.00,5074249662171,7672557788130307,1,40
1827,federico,DTLcUu92NoQw4gg6VmNgXeYQiNywDhfYMQBPYg2Y1W6AkJF,DTLcUu92NoQw4gg6VmNgXeYQiNywDhfYMQBPYg2Y1W6AkJF,10.00,200996127290,21550225152742348,12,100
1827,,CiWEwGAf3hdC8EzkU8YhJZRFVY8phRihCW7VQmR5WZvFb47,CiWEwGAf3hdC8EzkU8YhJZRFVY8phRihCW7VQmR5WZvFb47,100.00,10000000000,4937524305333028,1,20
1827,,EXKimARVhuvoLr6ShJZFMWRVQkCPej8H5ZEqkeLPvGi3C2U,EXKimARVhuvoLr6ShJZFMWRVQkCPej8H5ZEqkeLPvGi3C2U,5.00,19024023309371,7051481097122048,3,100
1827,Ubik Capital,DwJnksma9utUsT31bzf7eUwkDBetZhFzD3bJLE1uBZ5udHN,GUbikj2SWW4D3fDMwu19S4rjzyjg3QS53SBHS3rUU347BKi,2.00,51415861013059,11715627005786350,2,80
1827,PATRACT / 06,FUbQcfSSeymfFXYZaN26v3aehSnxZSNqATSnF4LzJyu1HWa,FUbQcfSSeymfFXYZaN26v3aehSnxZSNqATSnF4LzJyu1HWa,10.00,17035250546185,4643712864742101,5,100
1827,,H92eKPHucGSg1pP16zmEpkdUAyLkt5MywcwEirosXfqMKWA,D3McK1nNGgBWJb9ai7LF6ur4mcZ4G5NFGVPXU8Y3tUNv2Xa,6.00,1000000000000,5406094698653572,2,40
1827,P2P.ORG / 129,DSBRekdnq36wCprMDJakBEaVk3xwSHHghJ5ht8jhfJmE5su,DSBRekdnq36wCprMDJakBEaVk3xwSHHghJ5ht8jhfJmE5su,5.00,1000000000000,4703641752172140,2,120
1827,Cable-X,H4Szoc2sxXxBTF1x88pDj9DCYERFvn4oqzQNsV7y89FnD1g,GoT6MRwVVcFjMFVZkWiC1Xrk5UZsPgvtb7iyeNL2YLh5EeL,3.00,420954087285396,5701601826886946,5,80
1827,CRYPTO DOGE,Ffd5sG7N65LEFr4bXbpwvPnpmezwpfrCVDEozH2jkMs1utk,CoWtJ7URsnjphNscPgkrzZNx6wmyimK4aG4yYDqKjcVWbKA,10.00,50150000000000,4808327024934145,3,0
1827,,FKa21oAKRWn1jazoPcVtxTRtWTea8Ctnq5egmPy9N1ihUth,H7Sddh4Y4vkRUDAiqrHZbYj4LXm2WcMpVFPUn3NnYnNZkfW,5.00,1000000000000,4648048711533935,7,80
1827,,EJXR8m8Hmu7RSXc8umCdFyWmTcuLSEqr9xsU3eMsqDAzsJu,EJXR8m8Hmu7RSXc8umCdFyWmTcuLSEqr9xsU3eMsqDAzsJu,100.00,10000000000,3444139091325246,1,80
1827,Simply Staking,DNDBcYD8zzqAoZEtgNzouVp2sVxsvqzD4UdB5WrAUwjqpL8,CbJafnEh2m9ohsBuWgjgbqdKFFNkoL36gJ8NZ8kiJmR4AQi,3.00,248428972015669,7424278951632996,3,60
1827,Boston-C,Dd5c25QmhMqAb62qbvHLPGKWFvG14XisMFWbnrhcGsRSPW7,FCoVsHzVnLDsMa1vgVeEuGNPwHoaosNrfJjzvoW1hq3gWUJ,10.00,54092615684073,6522264443453469,2,80
1827,ONDIN2,GCsSfxv6h9mQ27s93ggBwzfguT6V61kmh8iadKSXAgQgKs5,GCsSfxv6h9mQ27s93ggBwzfguT6V61kmh8iadKSXAgQgKs5,10.00,5000000000000,5199775997639371,4,120
1827,,FsTAspQ8VA3vXdocWiWhApGgrtcQtwDe7W7kHP7nTbPCjAM,FsTAspQ8VA3vXdocWiWhApGgrtcQtwDe7W7kHP7nTbPCjAM,100.00,10000000000000,4081366445410849,1,80
1827,BLACKMIRROR / BLACKMIRROR4,Cwr82cUKvfgnQSnLeN84CmtNaUGjYBD2qaBjsTxG43ZNh2M,Cwr82cUKvfgnQSnLeN84CmtNaUGjYBD2qaBjsTxG43ZNh2M,100.00,10000000000,5191991343950934,2,80
1827,,D3Ssi5QbaQ6FqnaNYDwQNX2RwpMn9Pa8V4Dxd65aCv8gBFB,CssBXBncn9pDba4HCGwXsswrMafTnbBhnbBmT6irkXx1FsQ,5.00,1000000000000,4651722361303762,5,40
1827,,DGiLC1uvohfgHiirDtsr5HJRYXUFy9NdXj6YC6azcaRpvJZ,Fkrz5CfbpyaoQaSjmr6Y5Hu7F2DrkUoVuV8agZ7YWex7rbt,100.00,500000000000,22172297544393865,1,60
1827,P2P.ORG / 108,HhAxiDX1LLTYmp1iCPkGBSqxxFNkKWnCytrgWQwm9QVdasN,HhAxiDX1LLTYmp1iCPkGBSqxxFNkKWnCytrgWQwm9QVdasN,0.00,2000000000000,6937321583886473,1,60
1827,,G2TWBtAkY9GQL2TGNuK4FvaHyJTx7UYTUb75x3VjumDpmZH,G2TWBtAkY9GQL2TGNuK4FvaHyJTx7UYTUb75x3VjumDpmZH,100.00,1000000000000,4022362630655375,1,80
1827,,CzbbTxWtoXLzNqoG6rfAJWAz23UJiJ3NnfNibrPjTcfYxnL,CzbbTxWtoXLzNqoG6rfAJWAz23UJiJ3NnfNibrPjTcfYxnL,100.00,10000000000,3444612121004044,1,40
1827,P2P.ORG / 120,CwJLP9XgiUXCZQikv5bvJ5VRpNknbgmLHtFdM8ssuVTFV6x,CwJLP9XgiUXCZQikv5bvJ5VRpNknbgmLHtFdM8ssuVTFV6x,5.00,2000000000000,4684996680059461,8,80
1827,,CaSTASQf6FjnBqGntCadoT1YbcNvBTMr5pbHwez6PZMJZW2,CaSTASQf6FjnBqGntCadoT1YbcNvBTMr5pbHwez6PZMJZW2,100.00,10000000000000,4317560845349813,1,140
1827,P2P.ORG / 42,HnAVZ5w5RP5PHX2bXPsFWJ42hYdzV9r5FoDTEiHhLSfWtPp,CdyqEaFTa7GY1HzaMDns4wavQp7dUyG2YUXDTzycVBTd5Zq,5.00,5800170254576,7672200271738330,1,20
1827,,Db1wWkYP2G1Se5rob9nmyBpTNSMoosGsuPwLfYDsBk2221H,Db1wWkYP2G1Se5rob9nmyBpTNSMoosGsuPwLfYDsBk2221H,100.00,10000000000,7500124442664225,1,100
1827,Jaco / v07,GqZvX8QxpcYYWM7j16T9NZEUyVcBA5eXcDm4Segua9FLo4J,GqZvX8QxpcYYWM7j16T9NZEUyVcBA5eXcDm4Segua9FLo4J,3.00,1000000000000,4858839052431560,9,80
1827,Jaco / v20,GLv5F6mqjBHUhDybhS6avcmn2bNotiAQbstz64Ra3uVnBHu,GLv5F6mqjBHUhDybhS6avcmn2bNotiAQbstz64Ra3uVnBHu,3.00,1000000000000,4857707462025631,12,40
1827,P2P.ORG / 48,GJHL21JzRfcXWN2DEVuDcTB6Ja7jV9VkeWsc8VPenWv5ZDQ,DdhrDebUL4PznW2Sd9kHMVHQKTqXt52i7RxnqKSqDcCBcW8,5.00,5298382440844,7673555707797339,1,60
1827,P2P.ORG / 126,HUYqzdcdthSvSe3R4A5BthrjEUFEfUHqkpftgkwrJAwe89i,HUYqzdcdthSvSe3R4A5BthrjEUFEfUHqkpftgkwrJAwe89i,5.00,1000000000000,4853715883902838,1,80
1827,P2P.ORG / 121,GZTCN6mH74Wvr6KnqF2pDiJmE1xjPuATdeKo4YAuf4yY3AE,GZTCN6mH74Wvr6KnqF2pDiJmE1xjPuATdeKo4YAuf4yY3AE,5.00,1000000000000,4708609950235718,4,100
1827,PATRACT / 05,CfrUrCv6eYcafZEwbsKD4CLzhP1Ve9Sb6zPwqcL2HzDLWeu,CfrUrCv6eYcafZEwbsKD4CLzhP1Ve9Sb6zPwqcL2HzDLWeu,10.00,18587207650325,4653775333036350,5,120
1827,BLACKMIRROR / BLACKMIRROR13,F336bDgJGJTXB8ZfznXdBxMMWDJ5ChoLxCxks1Mf9GRmXTZ,F336bDgJGJTXB8ZfznXdBxMMWDJ5ChoLxCxks1Mf9GRmXTZ,100.00,10000000000,5184903736385523,1,0
1827,P2P.ORG / 44,J6kxSHc54gJnqFTUjopUhbxj8RXTRj5doGHL6nSrY3FFJui,DgZbLRn9wFT58T2bJiWwhJ88n91YuC59qgwn66uyfdB4KTk,5.00,5024838602414,7672514570633048,1,140
1827,PureStake / 01,GhoRyTGK583sJec8aSiyyJCsP2PQXJ2RK7iPGUjLtuX8XCn,GhoRyTGK583sJec8aSiyyJCsP2PQXJ2RK7iPGUjLtuX8XCn,10.00,31330451267578,21772432611273156,8,100
1827,,GeYJhboY5bEc5WZFbrdxhEF9m6Y4NnbKzfCu1rBHxGWgviK,FkPebU73L38SSjocPETYetv5P51FQcTNDaChjmbK811hr3D,100.00,500000000000,22173882768514006,3,80
1827,,CfdjByHSrKsATw6mCcdsVjw3mqSv35wVcgo8ZDcNVntpUD3,CfdjByHSrKsATw6mCcdsVjw3mqSv35wVcgo8ZDcNVntpUD3,100.00,33384680021219,4530926004490812,1,80
